set,key1,value1
set,key2,value2
set,key3,value3
get,tweet0,-1
get,tweet1,-1
get,tweet2,-1
get,tweet3,-1
get,tweet4,-1
get,tweet5,-1
get,tweet6,-1
get,tweet7,-1
get,tweet8,-1
get,tweet9,-1
get,tweet10,-1
get,tweet11,-1
get,tweet12,-1
get,tweet12,-1
get,tweet13,-1
get,tweet14,-1
get,tweet15,-1
get,tweet16,-1
get,tweet17,-1
get,tweet18,-1
get,tweet19,-1
set,tweet17,customer5
get,tweet20,-1
get,tweet21,-1
get,tweet22,-1
get,tweet23,-1
get,tweet24,-1
get,tweet25,-1
get,tweet26,-1
get,tweet27,-1
get,tweet28,-1
get,tweet29,-1
get,tweet30,-1
get,tweet31,-1
get,tweet32,-1
get,tweet33,-1
get,tweet34,-1
get,tweet35,-1
set,tweet31,customer26
get,tweet36,-1
get,tweet37,-1
get,tweet38,-1
get,tweet39,-1
get,tweet40,-1
get,tweet41,-1
set,tweet36,customer31
get,tweet42,-1
get,tweet43,-1
set,tweet23,customer19
get,tweet44,-1
get,tweet45,-1
set,tweet45,customer39
get,tweet46,-1
get,tweet47,-1
get,tweet48,-1
get,tweet49,-1
get,tweet50,-1
get,tweet51,-1
get,tweet52,-1
get,tweet53,-1
get,tweet54,-1
get,tweet55,-1
get,tweet56,-1
get,tweet57,-1
get,tweet58,-1
get,tweet59,-1
get,tweet60,-1
get,tweet61,-1
get,tweet62,-1
set,tweet60,customer51
get,tweet63,-1
get,tweet64,-1
get,tweet65,-1
get,tweet66,-1
get,tweet67,-1
get,tweet68,-1
get,tweet69,-1
get,tweet18,-1
get,tweet70,-1
get,tweet71,-1
get,tweet72,-1
get,tweet73,-1
get,tweet73,-1
get,tweet74,-1
get,tweet75,-1
get,tweet76,-1
get,tweet73,-1
get,tweet77,-1
get,tweet78,-1
get,tweet79,-1
get,tweet80,-1
get,tweet73,-1
get,tweet81,-1
get,tweet82,-1
get,tweet83,-1
get,tweet84,-1
get,tweet85,-1
get,tweet86,-1
get,tweet87,-1
get,tweet88,-1
get,tweet85,-1
get,tweet73,-1
get,tweet89,-1
get,tweet90,-1
get,tweet91,-1
get,tweet92,-1
get,tweet93,-1
get,tweet94,-1
get,tweet95,-1
get,tweet96,-1
get,tweet97,-1
get,tweet85,-1
get,tweet98,-1
get,tweet99,-1
get,tweet100,-1
get,tweet101,-1
get,tweet102,-1
get,tweet103,-1
get,tweet104,-1
get,tweet55,-1
get,tweet105,-1
set,tweet101,customer90
get,tweet106,-1
get,tweet107,-1
set,tweet106,customer96
get,tweet108,-1
get,tweet109,-1
get,tweet110,-1
get,tweet111,-1
get,tweet112,-1
get,tweet113,-1
get,tweet114,-1
get,tweet115,-1
get,tweet116,-1
get,tweet117,-1
set,tweet24,customer20
get,tweet64,-1
set,tweet24,customer107
get,tweet118,-1
set,tweet119,customer106
get,tweet120,-1
get,tweet121,-1
get,tweet122,-1
get,tweet123,-1
get,tweet124,-1
get,tweet125,-1
get,tweet126,-1
get,tweet127,-1
get,tweet128,-1
get,tweet129,-1
get,tweet18,-1
get,tweet130,-1
get,tweet131,-1
set,tweet131,customer118
get,tweet132,-1
get,tweet133,-1
get,tweet134,-1
get,tweet135,-1
get,tweet136,-1
get,tweet137,-1
get,tweet138,-1
get,tweet139,-1
get,tweet140,-1
get,tweet141,-1
get,tweet142,-1
get,tweet143,-1
get,tweet144,-1
get,tweet142,-1
get,tweet145,-1
get,tweet146,-1
get,tweet147,-1
get,tweet148,-1
get,tweet149,-1
get,tweet145,-1
get,tweet150,-1
get,tweet151,-1
get,tweet152,-1
set,tweet145,customer133
get,tweet153,-1
get,tweet154,-1
get,tweet155,-1
get,tweet156,-1
get,tweet157,-1
get,tweet158,-1
get,tweet151,-1
get,tweet159,-1
get,tweet160,-1
get,tweet161,-1
get,tweet162,-1
get,tweet163,-1
get,tweet164,-1
get,tweet165,-1
get,tweet166,-1
get,tweet167,-1
get,tweet142,-1
get,tweet168,-1
set,tweet167,customer147
get,tweet169,-1
get,tweet37,-1
get,tweet170,-1
get,tweet55,-1
get,tweet171,-1
get,tweet172,-1
get,tweet173,-1
get,tweet174,-1
get,tweet175,-1
get,tweet176,-1
get,tweet177,-1
get,tweet59,-1
get,tweet178,-1
get,tweet179,-1
get,tweet180,-1
